,BioProject,Library Name,tissue,Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,BioSampleModel,Cultivar,dev_stage,isolate,Age,Ecotype,replicate,treatment,phenotype,Biomaterial_provider,disease_stage,disease,Collection_date,isolation_source,sample_type,Genotype,GEO_Accession (exp),source_name,sub_species,strain,time_cultured,tissue_type,symbiont,growth_protocol,AssemblyName,sample_name,is_reference,specific_host,collected_by,Host,biological_repeats,Developmental_stage,temp,variety,quality_book_char (run),library_selection (exp)
,PRJNA417591,IFQY_RNAseq_Sample71_GTCCGC_Peanut_I635_L6,Seeds,SRR6279285,RNA-Seq,252,5243248332,SAMN08000552,1863699148,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381569,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFQY_RNAseq_Sample71_GTCCGC_Peanut_I635_L6,SRP124628,PRJNA417591,IFQY_RNAseq_Sample71_GTCCGC_Peanut_I635_L6,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 6,Infection632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFNY_RNAseq_Sample23_GTCCGC_Peanut_I635_L2,Seeds,SRR6279288,RNA-Seq,252,5190948000,SAMN08000504,1883951126,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381566,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFNY_RNAseq_Sample23_GTCCGC_Peanut_I635_L2,SRP124628,PRJNA417591,IFNY_RNAseq_Sample23_GTCCGC_Peanut_I635_L2,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 2,Infection632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFNZ_RNAseq_Sample24_GTGAAA_Peanut_I635_L2,Seeds,SRR6279289,RNA-Seq,252,5310196920,SAMN08000505,1945863728,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381565,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFNZ_RNAseq_Sample24_GTGAAA_Peanut_I635_L2,SRP124628,PRJNA417591,IFNZ_RNAseq_Sample24_GTGAAA_Peanut_I635_L2,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 2,Infection+64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFNW_RNAseq_Sample21_ATGTCA_Peanut_I635_L2,Seeds,SRR6279290,RNA-Seq,252,4157559000,SAMN08000502,1499084239,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381564,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFNW_RNAseq_Sample21_ATGTCA_Peanut_I635_L2,SRP124628,PRJNA417591,IFNW_RNAseq_Sample21_ATGTCA_Peanut_I635_L2,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 2,Infection+64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFNX_RNAseq_Sample22_CCGTCC_Peanut_I635_L2,Seeds,SRR6279291,RNA-Seq,252,4701259584,SAMN08000503,1742330516,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381563,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFNX_RNAseq_Sample22_CCGTCC_Peanut_I635_L2,SRP124628,PRJNA417591,IFNX_RNAseq_Sample22_CCGTCC_Peanut_I635_L2,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 2,Infection+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFQT_RNAseq_Sample67_AGTCAA_Peanut_I635_L6,Seeds,SRR6279296,RNA-Seq,252,5594426964,SAMN08000548,1965320897,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381558,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFQT_RNAseq_Sample67_AGTCAA_Peanut_I635_L6,SRP124628,PRJNA417591,IFQT_RNAseq_Sample67_AGTCAA_Peanut_I635_L6,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 6,Infection+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFQU_RNAseq_Sample68_AGTTCC_Peanut_I635_L6,Seeds,SRR6279297,RNA-Seq,252,4264478064,SAMN08000549,1498433038,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381557,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFQU_RNAseq_Sample68_AGTTCC_Peanut_I635_L6,SRP124628,PRJNA417591,IFQU_RNAseq_Sample68_AGTTCC_Peanut_I635_L6,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 6,Infection632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFPT_RNAseq_Sample43_AGTCAA_Peanut_I635_L4,Seeds,SRR6279306,RNA-Seq,252,4409238708,SAMN08000524,1563808390,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381548,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFPT_RNAseq_Sample43_AGTCAA_Peanut_I635_L4,SRP124628,PRJNA417591,IFPT_RNAseq_Sample43_AGTCAA_Peanut_I635_L4,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 4,Infection+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFPU_RNAseq_Sample44_AGTTCC_Peanut_I635_L4,Seeds,SRR6279307,RNA-Seq,252,3985618392,SAMN08000525,1406115867,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381547,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFPU_RNAseq_Sample44_AGTTCC_Peanut_I635_L4,SRP124628,PRJNA417591,IFPU_RNAseq_Sample44_AGTTCC_Peanut_I635_L4,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 4,Infection632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFPW_RNAseq_Sample45_ATGTCA_Peanut_I635_L4,Seeds,SRR6279308,RNA-Seq,252,3842214516,SAMN08000526,1363107694,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381546,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFPW_RNAseq_Sample45_ATGTCA_Peanut_I635_L4,SRP124628,PRJNA417591,IFPW_RNAseq_Sample45_ATGTCA_Peanut_I635_L4,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 4,Infection+64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFPX_RNAseq_Sample46_CCGTCC_Peanut_I635_L4,Seeds,SRR6279309,RNA-Seq,252,4584224232,SAMN08000527,1662107749,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381545,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFPX_RNAseq_Sample46_CCGTCC_Peanut_I635_L4,SRP124628,PRJNA417591,IFPX_RNAseq_Sample46_CCGTCC_Peanut_I635_L4,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 4,Infection+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFPY_RNAseq_Sample47_GTCCGC_Peanut_I635_L4,Seeds,SRR6279310,RNA-Seq,252,4798655820,SAMN08000528,1713929656,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381544,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFPY_RNAseq_Sample47_GTCCGC_Peanut_I635_L4,SRP124628,PRJNA417591,IFPY_RNAseq_Sample47_GTCCGC_Peanut_I635_L4,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 4,Infection632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFPZ_RNAseq_Sample48_GTGAAA_Peanut_I635_L4,Seeds,SRR6279311,RNA-Seq,252,5089768236,SAMN08000529,1839092669,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381543,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFPZ_RNAseq_Sample48_GTGAAA_Peanut_I635_L4,SRP124628,PRJNA417591,IFPZ_RNAseq_Sample48_GTGAAA_Peanut_I635_L4,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 4,Infection+64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFQJ_RNAseq_Sample58_CCGTCC_Peanut_I635_L5,Seeds,SRR6279314,RNA-Seq,252,5461688988,SAMN08000539,2024369732,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381540,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFQJ_RNAseq_Sample58_CCGTCC_Peanut_I635_L5,SRP124628,PRJNA417591,IFQJ_RNAseq_Sample58_CCGTCC_Peanut_I635_L5,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 5,Infection+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFNH_RNAseq_Sample8_AGTTCC_Peanut_I635_L1,Seeds,SRR6279322,RNA-Seq,252,5711630400,SAMN08000489,2079407746,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381532,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFNH_RNAseq_Sample8_AGTTCC_Peanut_I635_L1,SRP124628,PRJNA417591,IFNH_RNAseq_Sample8_AGTTCC_Peanut_I635_L1,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 1,Infection632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFNG_RNAseq_Sample7_AGTCAA_Peanut_I635_L1,Seeds,SRR6279323,RNA-Seq,252,4080172824,SAMN08000488,1509014074,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381531,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFNG_RNAseq_Sample7_AGTCAA_Peanut_I635_L1,SRP124628,PRJNA417591,IFNG_RNAseq_Sample7_AGTCAA_Peanut_I635_L1,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 1,Infection+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFQZ_RNAseq_Sample72_GTGAAA_Peanut_I635_L6,Seeds,SRR6279324,RNA-Seq,252,5808522888,SAMN08000553,2089630472,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381530,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFQZ_RNAseq_Sample72_GTGAAA_Peanut_I635_L6,SRP124628,PRJNA417591,IFQZ_RNAseq_Sample72_GTGAAA_Peanut_I635_L6,Seeds,USA,North America,USA,Plant,Florida-07,Mature,,,,biological replicate 6,Infection+64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA417591,IFNI_RNAseq_Sample9_ATGTCA_Peanut_I635_L1,Seeds,SRR6279325,RNA-Seq,252,4784216220,SAMN08000490,1748486352,UGA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3381529,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2018-02-09T00:00:00Z,IFNI_RNAseq_Sample9_ATGTCA_Peanut_I635_L1,SRP124628,PRJNA417591,IFNI_RNAseq_Sample9_ATGTCA_Peanut_I635_L1,Seeds,USA,North America,USA,Plant,ICG1471,Mature,,,,biological replicate 1,Infection+64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRJNA360316: nematode infected peanut roots RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL46_6,not applicable,SRR5151329,RNA-Seq,91,734152965,SAMN06209017,584044080,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469414,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,46_6_yes inoculation_3-D post infection_replicate3,SRP096193,PRJNA360316,RIL46_6,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 36,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,Gregory_12,not applicable,SRR5151330,RNA-Seq,91,1505269948,SAMN06209008,1208351804,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469415,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Gregory_12_yes inoculation_7-D post infection_replicate3,SRP096193,PRJNA360316,Gregory_12,not applicable,uncalculated,uncalculated,missing,Plant,Gregory,15 d,not applicable,,not applicable,biological replicate 27,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL46_10,not applicable,SRR5151335,RNA-Seq,91,552620432,SAMN06209021,441683643,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469420,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,46_10_yes inoculation_7-D post infection_replicate1,SRP096193,PRJNA360316,RIL46_10,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 40,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,TG_4,not applicable,SRR5151338,RNA-Seq,91,1897554750,SAMN06208985,1541525685,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469423,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Tifguard_4_yes inoculation_3-D post infection_replicate1,SRP096193,PRJNA360316,TG_4,not applicable,uncalculated,uncalculated,missing,Plant,Tifguard,15 d,not applicable,,not applicable,biological replicate 4,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL46_11,not applicable,SRR5151340,RNA-Seq,91,742226667,SAMN06209022,593353672,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469425,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,46_11_yes inoculation_7-D post infection_replicate2,SRP096193,PRJNA360316,RIL46_11,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 41,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,Gregory_10,not applicable,SRR5151343,RNA-Seq,91,1530994465,SAMN06209006,1237315200,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469428,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Gregory_10_yes inoculation_7-D post infection_replicate1,SRP096193,PRJNA360316,Gregory_10,not applicable,uncalculated,uncalculated,missing,Plant,Gregory,15 d,not applicable,,not applicable,biological replicate 25,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL46_12,not applicable,SRR5151344,RNA-Seq,91,663656721,SAMN06209023,527368710,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469429,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,46_12_yes inoculation_7-D post infection_replicate3,SRP096193,PRJNA360316,RIL46_12,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 42,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL48_6,not applicable,SRR5151347,RNA-Seq,101,2241414220,SAMN06209032,1782283191,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469432,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,48_6_yes inoculation_3-D post infection_replicate3,SRP096193,PRJNA360316,RIL48_6,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 51,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL46_5,not applicable,SRR5151349,RNA-Seq,91,811595512,SAMN06209016,648346765,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469434,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,46_5_yes inoculation_3-D post infection_replicate2,SRP096193,PRJNA360316,RIL46_5,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 35,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,TG_5,not applicable,SRR5151350,RNA-Seq,91,1438035053,SAMN06208986,1153357682,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469435,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Tifguard_5_yes inoculation_3-D post infection_replicate2,SRP096193,PRJNA360316,TG_5,not applicable,uncalculated,uncalculated,missing,Plant,Tifguard,15 d,not applicable,,not applicable,biological replicate 5,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,TG_11,not applicable,SRR5151351,RNA-Seq,91,2151422819,SAMN06208992,1741515809,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469436,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Tifguard_11_yes inoculation_7-D post infection_replicate2,SRP096193,PRJNA360316,TG_11,not applicable,uncalculated,uncalculated,missing,Plant,Tifguard,15 d,not applicable,,not applicable,biological replicate 11,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL48_5,not applicable,SRR5151356,RNA-Seq,101,2265786530,SAMN06209031,1793740397,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469441,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,48_5_yes inoculation_3-D post infection_replicate2,SRP096193,PRJNA360316,RIL48_5,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 50,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,TG_12,not applicable,SRR5151360,RNA-Seq,91,1645382830,SAMN06208993,1336367937,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469445,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Tifguard_12_yes inoculation_7-D post infection_replicate3,SRP096193,PRJNA360316,TG_12,not applicable,uncalculated,uncalculated,missing,Plant,Tifguard,15 d,not applicable,,not applicable,biological replicate 12,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,Gregory_6,not applicable,SRR5151361,RNA-Seq,91,1701598899,SAMN06209002,1393685087,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469446,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Gregory_6_yes inoculation_3-D post infection_replicate3,SRP096193,PRJNA360316,Gregory_6,not applicable,uncalculated,uncalculated,missing,Plant,Gregory,15 d,not applicable,,not applicable,biological replicate 21,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL48_12,not applicable,SRR5151362,RNA-Seq,101,1792553959,SAMN06209038,1441422923,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469447,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,48_12_yes inoculation_7-D post infection_replicate3,SRP096193,PRJNA360316,RIL48_12,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 57,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,Gregory_4,not applicable,SRR5151364,RNA-Seq,91,1770740790,SAMN06209000,1447972071,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469449,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Gregory_4_yes inoculation_3-D post infection_replicate1,SRP096193,PRJNA360316,Gregory_4,not applicable,uncalculated,uncalculated,missing,Plant,Gregory,15 d,not applicable,,not applicable,biological replicate 19,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL48_11,not applicable,SRR5151367,RNA-Seq,101,2160410604,SAMN06209037,1723413200,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469452,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,48_11_yes inoculation_7-D post infection_replicate2,SRP096193,PRJNA360316,RIL48_11,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 56,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,Gregory_5,not applicable,SRR5151368,RNA-Seq,91,1237184312,SAMN06209001,1010725562,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469453,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Gregory_5_yes inoculation_3-D post infection_replicate2,SRP096193,PRJNA360316,Gregory_5,not applicable,uncalculated,uncalculated,missing,Plant,Gregory,15 d,not applicable,,not applicable,biological replicate 20,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL48_10,not applicable,SRR5151372,RNA-Seq,101,2098111178,SAMN06209036,1675123025,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469457,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,48_10_yes inoculation_7-D post infection_replicate1,SRP096193,PRJNA360316,RIL48_10,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 55,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,Gregory_11,not applicable,SRR5151373,RNA-Seq,91,1281168889,SAMN06209007,1039242497,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469458,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Gregory_11_yes inoculation_7-D post infection_replicate2,SRP096193,PRJNA360316,Gregory_11,not applicable,uncalculated,uncalculated,missing,Plant,Gregory,15 d,not applicable,,not applicable,biological replicate 26,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
